model,term,coef,se,t,p_value
H2_OLS_log1p_cluster_operator,C(operator)[T.TALLGRASS WATER WESTERN LLC],-0.2255648015396843,0.02411431821987182,-9.353977976196886,8.441182758644384e-21
H2_OLS_log1p_cluster_operator,C(operator)[T.TAPROOT ROCKIES MIDSTREAM LLC],-0.32350340368807096,0.02411431821987172,-13.415407424684465,4.912260311157501e-41
H2_OLS_log1p_cluster_operator,C(operator)[T.TEP ROCKY MOUNTAIN LLC],-0.7400999296525939,0.36620205331127514,-2.0210152372452757,0.04327818779152619
H2_OLS_log1p_cluster_operator,C(operator)[T.TEXAS TEA OF COLORADO LLC DBA TEXAS TEA LLC],-0.05101230410260843,0.13441307906521363,-0.3795189014147844,0.7043025709965796
H2_OLS_log1p_cluster_operator,C(operator)[T.TINDALL OPERATING COMPANY],-0.12804556695088426,0.1435553005413253,-0.8919598682044051,0.3724144433742289
H2_OLS_log1p_cluster_operator,C(operator)[T.TOP OPERATING COMPANY],0.3121681679500831,0.1356821775407088,2.300730822634558,0.0214068507447358
H2_OLS_log1p_cluster_operator,C(operator)[T.UPLAND EXPLORATION LLC],2.487916094613278,0.024114318219872786,103.17173688796095,0.0
H2_OLS_log1p_cluster_operator,C(operator)[T.URSA OPERATING COMPANY LLC],-0.5942233653023262,0.36885267003122263,-1.6110046465219472,0.10717870970178874
H2_OLS_log1p_cluster_operator,C(operator)[T.UTAH GAS OP LTD DBA UTAH GAS CORP],0.2603097878187682,0.3771441308144891,0.6902130155296258,0.49006023954183964
H2_OLS_log1p_cluster_operator,C(operator)[T.VANGUARD OPERATING LLC],-0.43907108557414215,0.3349405897629119,-1.3108924358344838,0.1898941067776878
H2_OLS_log1p_cluster_operator,C(operator)[T.VERDAD OIL & GAS CORPORATION],-0.21988503234249623,0.06020997869202989,-3.6519699411819064,0.00026023635133649967
H2_OLS_log1p_cluster_operator,C(operator)[T.VERDAD RESOURCES LLC],-0.28285168095379637,0.028055605652173594,-10.081824091075452,6.648031711210004e-24
H2_OLS_log1p_cluster_operator,C(operator)[T.VISION ENERGY LLC],0.8666910753001383,0.36491752439321395,2.375032760460806,0.01754739269521829
H2_OLS_log1p_cluster_operator,C(operator)[T.WARD PETROLEUM CORPORATION],-0.40224269999252804,0.06264166065321568,-6.421328805750285,1.3508987878268002e-10
H2_OLS_log1p_cluster_operator,C(operator)[T.WEXPRO COMPANY],0.6454282879521157,0.386837640322049,1.6684733352596857,0.09522180091736591
H2_OLS_log1p_cluster_operator,C(operator)[T.WHITING OIL & GAS CORPORATION],-0.4260582438984341,0.06107688874493461,-6.975768619742752,3.0420303540682272e-12
H2_OLS_log1p_cluster_operator,C(operator)[T.WINDSOR ENERGY GROUP LLC],2.3563027327839055,0.37952734316958747,6.208519030817283,5.348624649336001e-10
H2_OLS_log1p_cluster_operator,C(operator)[T.WOODARD* SANDRA K],-0.9208420002082729,0.3795273431695867,-2.4262863184453276,0.015254230357007664
H2_OLS_log1p_cluster_operator,C(operator)[T.WPX ENERGY ROCKY MOUNTAIN LLC],-1.3292045898438414,0.3638359947110991,-3.653307009657703,0.0002588843845076782
H2_OLS_log1p_cluster_operator,C(operator)[T.XTO ENERGY INC],-0.7222133778275979,0.3782142443254147,-1.9095351078480458,0.056193097242055276
H2_OLS_log1p_cluster_operator,post,-0.219885032342515,0.06020997869205289,-3.651969941180823,0.0002602363513375984
H2_OLS_log1p_cluster_operator,historical,0.04316762427371753,0.09119415677026553,0.4733595419108324,0.6359566891351809
H2_OLS_log1p_cluster_operator,post:historical,0.00784467982890532,0.08096176611264984,0.09689363517577257,0.9228108634186847
